_id,value
essential,"[0.025597188234540123,0.023261163211793105,2.0085369730950264e-05,0.0013764504765473255,-0.007868281938019039,0.005517764862852742,0.010658896380014032,-0.007050879122639451,0.020570550023631506,-0.0009893784620652792,-0.0017520352287646417,-0.0019502316591322928,0.006012527886539219,-9.203205699410272e-05,0.0010251781974860222,0.003033293882952683,-0.0037765938509411777,-0.00028597886928653955,-0.001266507428687091,0.004174337598242046,-0.004826929865048695,0.00115833256666253,-0.003890533480339853,-0.0010241318661740836,0.005729584984421406,0.004317701504946134,-0.0003486260023844931,0.012086336964620564,-0.003483345607777446,-0.004092479250551865]"
population,"[0.03799504498970292,0.03457060006346381,-0.029758933098879507,0.04239415989706667,-0.08269018784397217,-0.04806432244466548,0.027873278969489622,0.048419898738926895,-0.04572483039389183,0.07918403406312478,-0.014348223809863354,0.03552182467177708,-0.02674805501151255,0.03187510488526377,-0.015439637150568869,-0.013379107534791476,0.02291040258587234,0.0070829861219418085,-0.0686687451918361,-0.02798736460506858,0.09301465254702052,0.0459111081562498,0.09752528920070755,-0.00888397601680932,0.005057855705398545,0.0054894029917401665,0.061105552034735354,-0.12376800058197518,0.018295002955691045,0.02036782027755682]"
year,"[0.04043241841586877,-0.01265753693201607,-0.0026627858618359264,0.016143103939630924,-0.0033177981774004106,0.026482058652981595,-0.003284169132479371,0.028714586007907897,-0.033484125848551774,0.021896182707225632,-0.003314164522655077,-0.01719828817893391,0.03399770131364449,-0.0018179891621276992,-0.003694846481984787,0.031693936839398036,0.03525885976456877,0.009157717483984995,-0.0233509383265638,-0.009521792760422068,0.005014309206793251,-0.025724309426405505,-0.004278392879949782,0.006835740897179161,0.013552573885879157,-0.011165131876002442,0.019816145609840293,0.0028901857357807514,0.017043945265534134,-0.03969927353324633]"
scope,"[0.012113983197687889,-0.008046432993302455,0.00031681254624609054,0.0014217945172759743,0.0012919164825567556,0.002837764025153093,-0.002557236125602159,-0.0016282701232778652,0.002693687128967632,-0.0041388764746139554,0.003209570824043686,-0.0014114398640033918,-0.0034875230314952745,-0.0059343458459201835,0.001876574138386363,-0.006580208246323891,-0.00045836272011275624,-0.00429838501956303,-0.005905127467742697,0.0016064061361386172,-0.006136078466012551,0.000549838497405124,-0.0022837239673635483,0.007303701906445446,-0.002823360212211012,-0.001266602744565519,-0.000798584863339051,-0.00278282634006235,-0.001277843897629822,-0.0015021426878896894]"
report,"[0.015236631675325555,-0.000671181233224917,-0.007832558690927324,0.00586236086199563,0.00484008567342126,-0.004492727629720271,0.004723677855089949,0.005964829796234374,3.391642050552194e-05,-0.013197739497721761,-0.0021969898574763546,-0.002883282662426591,-0.008541735692248203,0.005302679053565591,0.002102303878719773,0.00026765408880660745,1.5955306801703623e-05,-0.0018746637150849413,-0.0066948559637619014,0.0016037990824013942,-0.006939497550977118,-0.004660750939199422,-0.015805185271065295,0.010042855754010576,0.012068824560576613,-0.007122910586169152,0.0021639311277800548,-0.005100777602562109,0.010071673056576537,0.0064955340159188225]"
environment,"[0.04915227885978478,-0.018299275371584097,-0.005220809648193554,-0.005940679497551655,-0.022146368752467043,-0.022382334647140747,-0.004457957137310033,-0.01837406737395742,0.01067636462202718,0.023734680483580267,-0.032451336648524884,0.0241171299388616,0.012506786627643339,0.0038109254115693894,-0.006187718689276641,0.004461742679660905,0.01478272033539164,-0.015108961528035973,-0.005455341450118218,-0.003030253992778861,-0.017147943191447884,0.023093140206628775,0.02627647567426142,0.0058738678794106915,-0.024696533023475242,0.013822443321571837,0.018533027334625543,-0.0009069771206592376,0.005462325853150703,0.0029975324718807005]"
implication,"[0.01785794903521155,0.007869880689609525,-0.00411959306652059,0.01952377642661177,-0.0255665189999109,-0.007075964322992845,0.007771066427968421,-0.007344386698169912,-0.016939179965782186,-0.012186053090307666,0.011102192979696352,-0.0012847920246609693,-0.011090895370213063,0.008259368444761606,-0.0006762630580513341,0.0006322266680909745,0.0032358817053318827,0.008631305463052918,0.0019449479615610867,-0.0014492153095578145,0.0015705321499111216,-0.00124804377206565,0.007984853791490705,8.126634510841058e-05,-0.005915279868706198,-0.004720280445562223,0.003339461912370248,0.008475543783941957,-0.010117578235875656,-0.013119326594187658]"
connection,"[0.015201612698132642,-0.002493788913230977,0.011279776876253074,0.013477362203104417,-0.01597973802342694,0.003356403083056984,-0.01900319350579138,-0.024077375681131843,-0.011419741666514152,0.00018327954491447265,0.023776362045559517,-0.009944016893987679,0.016521460885129766,-0.004591707969821594,0.00019897995254288328,0.005208958632992516,-0.012250792209265837,-0.000775418982774431,0.010881310533155171,-0.012740588176039794,-0.006902633024804112,-0.024610063445541976,-0.0026565828071402147,-0.02105245938140793,0.002447104151858658,-7.165188906604674e-05,0.006070160210104864,-0.0031357382768749356,0.0019838359187521514,-0.004549984687222384]"
space,"[0.03701903990069254,-0.02488296294147245,0.021617288234767752,0.014037287594891118,-0.042717805392747346,0.009295060623010026,-0.05788292637591022,-0.06771535160523315,-0.043508829168664706,0.000575712873512542,0.039128713007993955,-0.04646395249769401,0.029455646922623844,-0.040807637933130025,0.030387796603681745,0.02110476050989809,-0.01714837417823883,0.05019623631639254,0.006084651587294307,-0.03750341520439253,0.010749360022277506,-0.040695734094226756,-0.04577648458815747,0.004453316005955082,0.086161662222135,-0.014868040188380977,-0.04329693061953002,-0.06704215247752231,0.1485456479101761,-0.10702250724660461]"
smart,"[0.023382733500903884,-0.0268411982979051,-0.0011480804236454877,-0.043634307793719906,0.025600382374120323,-0.034161144604071825,-0.018213670395218574,-0.02534575123126598,0.026681145967437092,0.014340594469657564,-0.001602353751414722,-0.019703851797836014,-0.0018150308463849652,0.008909748070575398,-0.010689420317490145,0.012003095951827802,-0.008863067956681882,-0.0046942222693961005,0.014516329976844752,-0.029696786875990075,-0.023024732980867588,0.00633563552177803,0.017935502986681305,-0.0070095672166414534,-0.051457977546809336,-0.020914695139247087,-0.0193348320203541,-0.036043723476797976,0.029066761349118588,0.012681367492643725]"
issue,"[0.03812674522680228,-0.027104293883597162,-0.016702806297551612,0.018086193928733743,-0.0018992117900009965,-0.0073220981865733245,0.011305376654718181,-0.011116527801233896,-0.01790231132159708,-0.027518801353496568,0.014915054970858637,0.00012765720397808072,-0.021808871488980888,0.0052761243255562695,-0.009213192071408962,-0.013068375411823596,-0.003190052658392283,0.014660597367350958,-0.004569599065002426,0.001627546603264242,-0.015003915080639309,0.009502199708473904,-0.0016841164791474416,0.00183205840670881,0.0011543683459514778,-0.02244671007472787,-0.0012861293116334504,-0.002681343556952107,-0.005401530646805035,-0.011548105502300055]"
design,"[0.07147884419177859,-0.03306935659864074,0.02503109188963841,-0.08887952285105533,0.009002191972524151,-0.006136252588784655,-0.06669201817763183,-0.012289842231588854,0.014793995516156705,0.0072788342169291045,0.008789115057457102,-0.002866636293444455,-0.011125194300158424,0.002858083381071047,0.027595965383504978,-0.019761041948417886,0.01632557005387246,0.004337108211689561,-0.05816721481026013,0.08253786796239028,-0.09093943980337572,0.01649542348985142,0.048986156920860814,0.04241824836672217,-0.07541603478754787,0.0008926505657315779,-0.04668873357092011,0.02415728926123857,-0.02056510652105234,0.07324248720638604]"
synthesis,"[0.031434732668292914,0.019430571963182187,0.02280092161565854,-0.04906545328566843,-0.018223038210975692,0.10397022841204548,-0.017907581454992064,0.05031875415168019,0.04078500663101472,-0.06386514995555714,-0.023035661720800446,0.027593890126162392,-0.06687505369386693,-0.0650239534558484,-0.025459711591002215,-0.11204209053580473,0.005103662586758392,-0.1673544044135506,-0.0010487034281286556,-0.02501468869240151,-0.024615921968444095,-0.011676088985901167,-0.09143582716777439,0.0841593451123929,-0.12938290230694965,-0.000991709737581517,0.060389871351422854,-0.06728963449336196,-0.011103131689461102,0.04231684339201526]"
seek,"[0.01837413470534236,-0.006528529860444863,-0.004182415282726459,0.01524141369579186,-0.007087844079224007,0.007596249555051335,0.0026752091598963206,-0.0016290736702488443,-0.009585814988507187,-0.007993102243910751,0.008809611585933328,0.0027667688236295597,-0.015248529033250531,0.003143657299305996,-0.004951455807303638,-0.00612805599361762,0.003168005369874667,0.0034635843672722964,0.008796155263356342,0.0045288232611962,0.005888148416826174,-0.0005544785354929026,-0.0016556811541854773,-0.0007752120823698583,-0.006603128430907446,-0.0008364797201631724,0.0008068078884507805,0.00036876241989356427,0.00582169613054511,-0.013654916567433013]"
like,"[0.02580195762353509,0.00010799606251950603,0.010416579080900386,-0.006482496241312968,-0.0069365130229925645,0.009899586370958604,-0.010491981134266994,-0.00792200985991793,-0.0009638367564751204,-0.0006384572431214486,0.009123575874495405,0.0038474365245461106,2.4908704689428907e-05,-0.005051643258146098,-0.012340019375192367,0.011044987162470215,0.012518020004821877,0.001639823043004059,-0.004093453917649563,-0.009162058338810914,-0.009368412480734473,-0.0166949897656388,-0.008506071119283566,0.011649028999567787,0.01230573700748172,-0.010319375904347922,0.0040227808000298515,-0.0017955575986837243,0.0032306812435062386,-0.004464209261543263]"
together,"[0.034854731459559515,-0.015991329104267933,-0.011680265660325727,0.010858948994811254,0.013253869974277728,0.009847601604850846,0.0013123116451657056,0.0024392426935477404,0.0032778658810000763,0.007618910835756574,-0.005126722370825398,-0.0038442132555158133,0.0026199212550412445,-0.00038172209783981625,0.003193457657220535,0.00128415840567217,-0.001706605043272096,-0.0005263025624999383,-0.0016188355896910773,0.010013379510081064,-0.002104883917506063,-0.012136225781583304,-0.00020393770965762212,0.0023681913378366167,-0.006368352107059734,-0.00030530106669223074,-0.006135617344726233,-0.015933811554099203,-0.0025175841038354,-0.003032154770742289]"
demonstration,"[0.01844543775818231,-0.018725974476274616,0.007383113106081021,-0.02982245597189802,0.023656875157465923,-0.007880698333371506,0.015914096455721404,-0.0027773888436224727,0.004040814502426911,0.019776429592020903,0.011343693001005246,-0.009952699837651777,0.00580484406038932,0.01218749928817673,-0.007414422049467595,0.010274642107553886,0.01854236450572753,0.010728890781160755,-0.0056879537222119855,0.00818080025822251,-0.021987629399189475,-0.023557935392076124,0.0001261808743162991,0.019261096918853395,0.004221402105312851,0.004010404898276769,0.01809653538886364,-0.007512791909657513,0.007824145197057132,0.0027244105878756787]"
vehicle,"[0.02404716068988694,-0.024901714587821963,0.001903610412599757,-0.06291559653056075,0.028659994762694548,-0.03506823025686579,-0.004214355448068408,-0.02613149672109056,-4.7842956002689535e-05,0.02807368446723018,0.031129613244638987,-0.04876296603851761,-0.004496729266327571,0.042388885871242954,0.04343539406752429,0.019952527654331552,0.02879518101827544,0.016938079888452848,-0.07198066470841089,0.050340592626452685,-0.12331632394985545,-0.02981108721115453,0.09010800504738578,0.05341091779100719,0.012091391594191508,-0.07753139663684822,0.2027585164293477,0.08152968744123015,0.16072452229737771,0.07322283408218086]"
consequence,"[0.021093310663281486,0.010195648425684458,-0.00892578394858183,0.017027275099973857,-0.03424230348920862,-0.01618646672309669,0.01686103244482219,0.0011522944104700962,-0.014490387917524501,0.0022676205619506515,0.0011087287509268747,0.004811138979067364,-0.015446532329292948,0.011443766110059234,-0.0024222977993066243,0.0062597150443484025,0.0071816463177592615,0.0018737791597528142,-0.0044818024297869664,0.00014739044343514696,0.002104962656949552,-0.003027887278709916,0.012898728363378633,-0.008965134311792699,-0.006657243848245658,-0.004904633920939679,0.014810163407659862,-0.0013073261324781094,-0.0026263091970559344,-0.01078349018183345]"
code,"[0.01805333669388068,0.0009416617184930115,0.008452574310449799,-0.0010772226638453147,-0.018530954271230887,-0.007535015439840254,-0.03635994986048939,-0.025140707494299697,0.01191565043401719,0.020679315855216707,0.003220364356003034,-0.0047492782328326655,0.01305716894881036,-0.0043194795848080884,0.0007796343955674204,0.013296532445951154,-0.02212173382878033,-0.004915851523409488,-7.97395188344499e-06,0.022981605117506,-0.025567711097118025,0.011986643075391868,0.013516762463891996,0.022985569247251158,-0.0006216255081890887,0.007828174348176987,-0.014656662072628994,-0.001028787776663917,-0.015722225400111756,0.01764595222650158]"
study,"[0.07811382526047561,0.05101195012545282,0.015379917948626547,0.05345919949058038,-0.08501171317870275,0.011793221610370348,-0.007608209391460969,0.0017054311236775373,-0.03703722883016734,-0.027230717623549724,0.028956039985879513,-0.0008414072150274114,-0.03098121301988243,0.02062805305915092,-0.02312380132816355,-0.011441576320108365,-0.005463899935020885,0.007395906702920889,-0.0007467960511930369,-0.01612915424457506,0.02437720733832988,0.030362106683345488,0.010405957853546761,0.007312372662126851,0.019446542556751628,-0.005067838687689231,0.021027109740447206,0.04007199630254145,0.007297932792425847,-0.039573185484800544]"
economy,"[0.019009107735349865,-0.023215630257899328,-0.01948315050846134,0.012142587579854914,-0.0009730239815795537,-0.0061785807983214015,0.028638411451615955,-0.007788633275852846,-0.01176270358105793,-0.030875297412245165,0.020276711535722598,-0.003196381950493065,-0.030045317726415492,-0.0016592873578474433,-0.00213525479671931,-0.011466335452068469,0.004262881181228639,0.009003308423595452,0.007342659608510352,0.006679583472074702,0.003482260528369953,-0.017807370453972314,0.0005226218948253553,0.002725043999505671,-0.02230592133030648,0.015666242894685357,-0.00670186435129079,0.022242014145372906,-0.015343361766530434,-0.013569480093216929]"
structural,"[0.03199911349119311,0.022031983639001523,0.01345070279469693,-0.02506401041220048,-0.028248222641701827,0.047142633055403414,-0.01652599653932731,-0.000747668992456707,0.05640984725829435,-0.0504060551508067,-0.000279393092873656,-0.018347832656424125,-0.024223788580648088,0.005489879218348861,0.019059753950801624,-0.0017575690938363767,-0.0013172021188459886,-0.002543199316342228,-0.012436810836156035,0.023201374892721154,-0.01655114169578237,0.01863858982336872,0.010945273305298875,-0.009262329411894185,0.00623658766202307,0.010187916725579109,-0.038908121880456316,0.009748561758347225,-0.022733932184523103,0.024438093489406107]"
increasingly,"[0.013870848731935349,-0.006187432667618396,-0.005688472231438769,0.001246093022087654,-0.007332414583159938,-0.006913562649310032,7.177109375374781e-05,-0.002697147327250792,-0.0007346795622326851,-0.0028738752666833184,0.002336004319050015,0.004935042745040034,-0.005000671979234176,0.002037709988498952,-0.004286436855662174,-0.0014687196556595408,0.009788615871613811,0.00027660925798148137,0.002682110260659905,-0.0007630523029568696,0.0036980832940577257,0.0017424778163860738,0.0017884412483824752,-0.006396332754806213,-0.012810299831790863,-0.0016780747272909322,-0.0020302642549535157,0.002370042339062348,-0.004389431327959225,-0.00678423028835192]"
signal,"[0.030442425388295377,0.036105838564290026,0.010600501149961389,-0.01110318444480421,-0.005763444036533935,-0.0072801048600887736,-0.03271563611660709,-0.03459831540229068,0.01866807772070745,0.017029399545752395,-0.02808905720897327,0.03126832605669254,0.028508917490967255,0.04401519322370202,0.004865641235433357,0.018090728151377102,-0.018208358916084272,0.05455474642960306,0.06434793220063723,-0.009908932730005399,-0.059564193208700836,0.005677161440718672,-0.034204205020548266,-0.010942641672454338,-0.030161253793561216,0.014344357727493588,-0.021677666109720956,-0.019106158392326773,0.03934970440759265,0.00234103568639335]"
promising,"[0.019031743453059347,0.0022466939573330385,0.017894405090027078,-0.010464160663637959,0.012765932856556814,0.009848689690183564,-0.0017945176752196344,0.016672049052944695,-0.004542598517796051,-6.973619386610566e-05,0.0007106678343385862,-0.00016346500246917223,-0.0033203867460916067,-0.00228906198242838,0.0011802723639039066,-0.0102904012222232,0.0014968050469496806,-0.005383528974298239,0.00403343276504038,-0.003126895304842942,0.0025974436752821146,-0.005858459850240232,-0.001958535888626738,-0.0066803758093142915,-0.0020506549429920623,-0.005954375633712032,0.005186068585814238,-0.00022954936953749772,0.003123134066525507,-0.002806866118264627]"
five,"[0.013401413005739325,-0.0102701742760407,-0.010510063091661623,0.008265504437645114,0.005778203356047516,0.0046224696908058,0.0029157415604575423,0.0050455343438690296,-0.0009356861601838434,-1.6647582289934862e-05,0.00554838210381646,-0.0017573669587987754,-0.0009773928655761443,0.00021960835063238558,0.00019191411680236493,-0.0007699897498249734,-0.0030701922133061395,0.004542281521045436,-0.005923743586848249,0.005311422773418275,0.001347039656468069,-0.0025452224375615267,0.0019986594247645324,0.003707363883136641,0.0043160643179413795,-0.0012772698048284384,-0.0021221764317061916,-0.005041075198204179,0.0011682062318581479,-0.004502910536023843]"
part,"[0.03818753552670357,-0.010200910592307258,0.007244274603012784,-0.011533130045909093,-0.018750719483524886,0.01571558512070608,-0.009623989370758078,-0.003151046647825912,-0.011801717008614898,-0.0006121122594063971,0.02381643366786865,0.010192328613958229,-0.0027420054471043957,-0.0030898064827248953,-0.007761112421554105,0.010458599327769982,0.019497097936118868,0.017045386620211638,-0.02188757303409188,0.021400057312302885,-0.019368323984954326,-0.04630772827838121,0.00491506207005756,0.012041174646280422,0.02667912371925983,0.010808994928605029,-0.008536325684902049,0.015736523467738392,-0.0027043124659606836,-0.02043522530597989]"
whole,"[0.01967737919080083,-0.005831172087552735,-0.007830446125401094,-0.005265995932747521,0.0007247935253495885,-0.003930440285648098,0.006276451806705012,0.005262686987291867,0.0018569208148383962,0.01318745597690746,0.006916579718956899,0.0026863311527931515,-0.0038944602151305733,-0.005775732417736227,0.00028932839361013856,0.010537869503992253,0.0061712397875593565,-0.0013184979113602061,-0.006273307522731022,0.003550375229802562,0.0014896353834584087,-0.011417660505004631,0.005929637599195545,0.010186058634556475,0.008863625437445469,0.005598807141335887,-0.00485554556972674,-0.012526562968826102,0.0033443448031684163,0.0031748991296748127]"
industry,"[0.05214000171764723,-0.057898760989988876,-0.023423180834239554,-0.057860816609598825,0.0589382148622101,0.018719194635567326,0.02168419412981404,0.040790806869590746,0.01909569271505341,0.013257008958629251,0.05228881531832783,0.054124124946147434,0.015619860054707668,-0.0454741268223709,0.02380923461328628,0.011598643981417644,-0.021097776286243222,-0.010868911502621339,-0.018016772157694583,0.06496324799327934,0.02277633474196721,-0.0700721942028652,0.028056462392240578,0.0017040188156340862,-0.02782826474899204,0.0475860421036989,0.002813284813778334,0.025329304967773844,-0.02819927748804127,-0.039850562315209004]"
mobile,"[0.020713584605837786,-0.026247528547868854,-0.0045340604221173475,-0.016730169864683217,0.018986103524889855,-0.058376621381415514,-0.05412487400933055,-0.0515280714972324,0.058496017661286065,0.030000538467615273,-0.04497374862890745,0.019368859428895546,-0.0027564365465288093,-0.018408261643797524,-0.043863243706344875,-0.003285646932912334,0.04320742841895092,-0.015153067901452311,0.00671303617576363,-0.08621745804502924,0.006547581810442606,-0.013878520328077223,0.023621621248404223,-0.06503101428218416,-0.02158922760747732,-0.03215547493413634,0.0044521245814912735,0.0229747167187406,0.05229533142890701,-0.030523495788382968]"
mode,"[0.015418134838583111,0.0023195089048485534,0.011498577334779428,-0.0023076884009742595,-0.0026595048412786787,-0.0031542188233719863,0.007055260080095603,-0.0048802040270642,0.009715314941433462,-0.004065451206967347,-0.0023887249482137133,-0.004709579851130177,-0.013959760335732234,0.009007679493110985,0.0012176500163789425,-0.004568377076002985,0.005291872921943592,0.014965609820910705,0.00406089206895238,-0.0029247467619335304,-0.009366678629069796,-0.0009695186866851974,0.004113466934523759,0.010391624378981714,0.0071212984757478255,-0.006313899296176387,0.0338621599405919,0.012288124702025876,0.024440485579118307,0.0033782307402672462]"
political,"[0.02283114755117313,-0.027039404771636227,-0.02815458987582979,0.05954723743339713,-0.031311205171613316,0.011141259251382568,0.021177466448138824,-0.034074363695417734,-0.04637427696125297,-0.05976014552186627,0.05348521701368713,-0.0007295305477357378,-0.09128331328641348,0.02933037776088778,-0.06721767926354408,-0.02060603671331528,0.06703601058642233,0.05200457988369818,0.021381321415659287,-0.008590192373667978,0.002193039484663064,0.004267381695684615,0.01640695630343071,-0.00770191300911853,-0.05974874126882451,0.007469157715975401,-0.02104703008596363,0.043351309345949655,0.02057970391546423,-0.08922800289124426]"
basis,"[0.028819243416296936,0.008103323186946162,-0.008568498860394996,0.011080810365960984,-0.013393972312346566,-0.0016878613904006187,0.0020207239767949378,0.004548248117452705,0.009945966694529705,0.005364185711858621,0.0031844747041312616,0.0026295443937335954,0.000972263681474245,0.003888028910507501,0.0001114722536812475,-0.013704226235330135,-0.010847785654739912,-0.005143997140839603,0.0029176256613867475,0.010671557856360401,0.002262087114805662,0.0065576176406566666,0.009540131617905087,0.0034130088756956084,0.0029097369794269736,-0.002015341486228832,0.0014231107851068485,-0.015622035302593283,-0.0030944309800497874,-0.001979819648315102]"
future,"[0.04829711272601005,-0.038653957246080964,-0.01681480668884453,0.009626069853813314,0.012325620743290428,-0.014642792613736778,0.016397403970994436,-0.015402924594061899,0.00606467244361786,0.0033744222579169952,-0.04039267022361601,-0.016899363208292092,-0.009720398974699125,-0.0040825524269591275,0.04052139724534074,-0.0006017769236585785,-0.009094692858986723,-0.0020362582843265267,0.002324230932674764,0.002923129129474719,-0.008922539935782878,-0.01836868357750855,0.006628170721853073,-0.002376352327456193,0.001691166347171892,-0.017943446672575747,0.018283922549950975,-0.008071866522957862,0.015987705945447118,0.004676670720930781]"
modelling,"[0.029941230648071464,-0.01343798253247642,0.003214777863867417,-0.018072158578012393,-0.03308134533455562,-0.008602466103762398,-0.002722139718443991,-0.00814302793047001,-0.024082154816298877,-0.0054695604558354215,-0.036983077743999074,-0.004727381492786661,0.015704828926159476,-0.011264835818209473,0.04826520271040666,-0.004152848741469227,-0.007507473986081908,-0.01135959737232032,-0.024544368188014393,0.04721206230436823,-0.015321258659542418,0.045221803798439306,0.024963699667776694,0.026347649391430868,-0.0079848862975918,0.02760351940817603,-0.033884661288374106,0.02716134862517905,-0.036552459975927626,0.05153472520913478]"
cooperation,"[0.03460231088639927,-0.05724971776409975,-0.05727652449356031,0.061922031380076605,0.06561017323304981,0.03850338922871779,0.04695917250625996,-0.012882949434468261,0.02536824458649692,-0.012250851559202428,0.011806974554330427,-0.04069060416405115,-0.017109759317303765,-0.003326939328650084,0.03026080604290495,-0.06510267632923475,-0.14506907059452842,0.017413614165679617,0.03990955988494508,0.038239293658880597,0.0001499315595559214,-0.0011773700818230627,-0.010417067418915515,-0.011240275143690179,0.06664913191359345,-0.008015169006096693,-0.022064334165307033,-0.08932358366943616,0.12209669444385034,0.036301006161639324]"
dynamic,"[0.02799387452135476,0.004164520535872752,0.004065432105360638,-0.009541693022002652,-0.015247964648443385,-0.011279541516878423,-0.02466164578837656,-0.03625612893048527,0.02120036884333775,-0.015559961344881882,-0.019352082220262322,0.0029135543032232127,0.0015891900789241616,0.005350138843687521,0.0022051352528456797,0.002154840310980939,-0.003852595369934552,-0.007456367090706352,0.010557945814449386,-0.001682950226689045,-0.024668574410748993,0.020789798744578862,0.011748217420925237,0.012422860871738585,-0.0311619503281399,0.02889533785760922,0.00043011699004870613,0.00718835679567879,-0.016428531971711936,0.029000564825709178]"
diversity,"[0.019168273515813253,0.0056381913285762225,-0.013559075027955184,0.01890211849053002,-0.04910331168653666,-0.0072518941814545546,0.032218199461829744,0.006599138760536969,0.005165774193674616,0.04531467996659674,-0.009388835441537171,0.01841528097791413,-0.02563152487092385,-0.018594011257318046,-0.005575621816430065,-0.02406435995228236,0.02136872261760258,-0.007503450935088151,-0.0018926907905351146,-0.004453773598633715,0.04384477996758757,0.014686533847572882,0.034362876968362675,0.003132726918869823,-0.017896023782515272,0.006976732555527568,0.016941571562052574,-0.05416082244078935,0.022798936138212995,-0.011523329040615989]"
organisation,"[0.02510443251879029,-0.0342749831744251,-0.035868557576676306,0.03163876619689661,0.03408809297660329,0.013462953475511996,0.018173145176295893,-0.005696886395366474,0.01772565525660144,-0.0021368174867363483,0.006034145902835636,-0.00558693147659456,-0.00991117647237207,-0.002606564945678451,0.010033294575037866,-0.013028301605736169,-0.03170920174367987,0.005457529818268145,-0.00018216888971999898,0.007137035752066744,0.0002065705522844158,0.005823901273462856,-0.003949677323581452,-0.002188902353885417,0.02094870770448312,-0.0019236924856268923,0.00407382720182594,-0.014530106870920372,0.016275119878824604,-0.002646202448804433]"
collaborative,"[0.017639676790086545,-0.017605319087054993,-0.015681360884813457,0.012046128439064285,0.017030290041659325,0.0006836736717485241,-0.007878935995829933,0.001293443290963264,0.011209187275977648,0.006726745780080073,-0.005747511774745427,-0.0012437940921142913,0.0050081210833459525,-0.006508192252231729,0.01033477419638525,-0.007931967345017868,-0.013387407682027121,-0.0070824506070842185,0.002160643740886781,0.01115579207443427,0.012895673379831357,0.004577059106137541,0.00019111127404665418,-0.010193638939661914,-0.004289811009205343,0.016369275332922748,-0.008788289659564252,-0.0007020625145312473,0.0003660006400703561,6.306168311391927e-05]"
way,"[0.03958286599158664,-0.013552675067841137,0.007238278393658486,0.010502606175899081,-0.015733855283300107,-0.003848687323242901,-0.016123895743790233,-0.021342439742771044,-0.005699092437933512,-0.012707592263873212,0.01174012981386122,0.01068062848575655,-0.017452840769258147,9.3867086689986e-06,-0.03151613153819873,0.0028469496582150177,0.030197574883183694,-0.00450142899593707,0.002693606303587155,-0.003478770585824933,-0.0074749224145110454,-0.017431358422407433,-0.010515226888949365,0.01025243712456081,-0.004584026645717515,0.009176084146037438,-0.0002480210897643602,-0.0013902587096349386,0.004738297986236354,-0.005069095870545279]"
setting,"[0.014401829421465055,-0.0025472086103545226,-0.0026299945012185216,0.013880843962236019,-0.007701036518390265,-0.014178444188603806,-0.019645556139675977,0.002904882817450697,-0.011358886605776015,-0.01069075057704642,0.016150737988599895,0.002170626043982644,0.0023912473997558074,0.0021966611634807063,-0.005887240120116544,-0.005620642405107203,0.01262563352130527,0.005740658442463936,-0.00928101072511153,0.0017550389276082125,0.001703945844204372,0.009510000604144149,-0.00672273366215087,-0.01598636663086359,-0.006231740677248927,0.00021402511617002896,0.0014666458408940245,-0.001702144639927374,-0.0033237534988632333,0.007650857299635313]"
phenomenon,"[0.02378139803946184,0.0021042610445669296,0.040771784585926105,0.01446346309634014,-0.03193790712772676,0.018669732173045607,-0.016825505695659954,-0.01485775275655954,-0.025745956970448007,-0.011753340275074301,0.00507655435917552,-0.0075866344875198805,-0.004025738316465945,-0.0043443474808543886,0.007371733623405553,-0.00026600002658383817,-0.006984834270760142,0.007741405798189672,-0.0007371822577375703,-0.0065202716490523685,-0.008005688140584638,0.014046045679323216,0.009745247997481481,0.007373399985155204,0.031180113847540263,0.002529165743012169,0.007979518723653063,0.03504544502267384,-0.00501263269132898,0.0038713194168789496]"
age,"[0.01590891327503615,0.0013676566056881872,-0.013114189678491818,0.021465330754436473,-0.014730313074234246,0.0013813175179749788,-0.007866301202617977,0.01561640652912407,-0.01921905174181753,0.0036435156819137355,-0.00037397485478102635,0.010760307802037149,0.0007486844645868684,0.029446514822184217,-0.023497095105939614,0.024664316160033416,0.03861586372758312,-0.001513640907917814,-0.01829904919078141,-0.008602082536548445,-0.0029296433362355533,-0.008225267426037453,-0.002947183254005871,-0.0051516457039717245,0.012818593401701347,0.004333620587920418,0.006545519926083871,-0.003643964181676628,-0.005334542113186288,-0.0019364505453664596]"
advanced,"[0.032586118853064276,-0.0181474538256302,0.00944679764379786,-0.032809782369731796,0.021449358348770667,0.009464712779152324,-0.019364039489283294,0.0053514762821525105,0.0007678839572496294,0.02050786446074724,-0.01033457977045222,0.0011086570643577278,0.007802914776413011,-0.002696491665673916,0.013742016309287465,-0.004298629757764072,-0.005971082913114083,0.00028277908717128965,-0.005961898876819151,0.02793914484219102,-0.00126801718338828,0.015180952006152479,0.0141983525847455,-0.00948159009545551,-0.008725237385951323,0.0069123270905199,-0.010957308490953199,0.017754908758316434,-0.0069530250024081725,0.0011305040012179902]"
